"id","ruc","razon_social","cod_unidad","departamento","provincia","distrito","direccion","estado","created_at","updated_at"
"645","20217267618","TRIBUNAL CONSTITUCIONAL","201","LIMA","LIMA","LIMA","JR. ANCASH NRO. 390 (FRENTE A LA IGLESIA SAN FRANCISCO)",,,"2025-06-19 17:27:12"
"646","20539961919","MINISTERIO PUBLICO - GERENCIA ADMINISTRATIVA DE LA LIBERTAD","1462","LA LIBERTAD","TRUJILLO","TRUJILLO","AV. JESUS DE NAZARETH NRO. 480 URB. SAN NICOLAS",,,"2025-05-19 15:12:30"
"647","20145913544","SERVICIO DE PARQUES DE LIMA SERPAR - LIMA","500232","LIMA","LIMA","ATE","AV. DE LOS PARQUES S/N - URB. VALDIVIEZO",,,
"648","20606951711","ECOLIMP EMPRESARIAL E.I.R.L.","ECOLIMP","LIMA","LIMA","MIRAFLORES","CAL.B UENOS AIRES NRO. 231 URB. REVETT (ALTURA DE JUAN FANING)",,,
"649","20611075422","CORPORACION Y SERVICIOS FRUC E.I.R.L.","CSFRUC","LIMA","LIMA","SAN JUAN DE LURIGANCHO","AV. PIRAMIDE DEL SOL NRO. 422 URB. ZARATE",,,
"650","20188468706","DIRECCION REGIONAL DE EDUCACION DE JUNIN","822","JUNIN","HUANCAYO","EL TAMBO","JR. JULIOC. TELLO N° 776",,,"2025-11-29 16:03:23"
"651","20602429131","GESTION TRIBUTARIA S.A.C.","GESTRI","JUNIN","HUANCAYO","EL TAMBO","JR. WIRACOCHA NRO. 367 URB. SEÑOR DE LOS MILAGROS (ENTRE MARIÁTEGUI Y WIRACOCHA.)",,,
"652","20173189932","MUNICIPALIDAD PROVINCIAL DE OYON","301383","LIMA","OYON","OYON","PZA.PLAZA DE ARMAS NRO. 102",,,"2025-05-19 15:52:03"
"653","20100362598","SERVICIOS INTEGRADOS DE LIMPIEZA SA (SIL SA)","900552","LIMA","LIMA","SURQUILLO","CAL.LOS NEGOCIOS NRO. 336 URB. LIMATAMBO",,,"2025-06-25 15:38:43"
"654","20278885420","PROYECTO ESPECIAL TAMBO CCARACOCHA","1139","ICA","ICA","ICA","CALLE LAMBAYEQUE NRO 169 - INTERIOR 1,2,3 2 DO PISO",,,
"655","20601765226","PROGRAMA NACIONAL DE INVERSIONES EN SALUD - PRONIS","1655","LIMA","LIMA","MAGDALENA DEL MAR","AVENIDA FAUSTINO SANCHEZ CARRION 465",,,
"656","20131257750","SEGURO SOCIAL DE SALUD","401624","APURÍMAC","ABANCAY","ABANCAY","URB. SOL BRILLANTE QUINTA CAYETABAJA LT 61","1",,"2024-07-18 14:28:50"
"657","20131257750","SEGURO SOCIAL DE SALUD","401639","LIMA","LIMA","JESUS MARIA","AV ARENALES 1302 2DO SÓTANO","1",,"2024-07-18 14:28:33"
"658","20610681302","INVERSIONES & NEGOCIOS EBISU E.I.R.L.","EBISU","LIMA","LIMA","BREÑA","JR. GENERAL FELIPE VARELA NRO. 1421, INT. 905, URB. BREÑA LIMA-LIMA-BREÑA",,,
"659","20153408191","MARINA DE GUERRA DEL PERU","471CALLAO3","CALLAO","PROV. CONST. DEL CALLAO","CALLAO","AV. LA MARINA CDRA 36 NRO. SN CUARTE LA PERLA (AV. LA MARINA CDRA. 36 ESQ. INSURGENTES)",,,"2025-06-18 18:26:19"
"660","20131380951","MUNICIPALIDAD METROPOLITANA DE LIMA","301250RIMAC","LIMA","LIMA","RIMAC","VIA EVITAMIENTO KM 6.5",,,
"661","20143099262","MUNICIPALIDAD PROVINCIAL DE HUANTA","300464","AYACUCHO","HUANTA","HUANTA","PAGO ESMERALDA - ALMACEN CENTRAL DE LA MP HUANTA",,,
"662","20133696823","MUNICIPALIDAD PROVINCIAL DE HUANCAYO","301003","JUNIN","HUANCAYO","EL TAMBO","JR. RICARDO MENENDEZ S/N",,,
"663","20131257750","SEGURO SOCIAL DE SALUD - RED ASISTENCIAL REBAGLIATI","401640 - REBAGLIATI","LIMA","LIMA","JESUS MARIA","AV. DOMINGO CUETO NRO. 120",,,"2025-03-11 13:57:04"
"664","20131257750","SEGURO SOCIAL DE SALUD","401611","LIMA","LIMA","JESUS MARIA","JR.CORONEL ZEGARRA Nº 223-227","1",,"2024-07-18 14:28:20"
"665","20527760314","UNIVERSIDAD NACIONAL JOSé MARíA ARGUEDAS","1204","APURIMAC","ANDAHUAYLAS","SAN JERONIMO","AV. JOSE MARIA ARGUEDAS S/N",,,"2025-07-22 17:24:38"
"666","20562836927","SERVICIO NACIONAL FORESTAL Y DE FAUNA SILVESTRE - SERFOR","1503","LIMA","LIMA","MAGDALENA DEL MAR","AV. JAVIER PRADO OESTE NRO. 2442 URB. ORRANTIA (TORRE CUSTER)",,,"2025-05-19 15:07:52"
"667","20148421014","UNIVERSIDAD NACIONAL SAN LUIS GONZAGA","93","ICA","ICA","ICA","PANAMERICANA SUR KM. 300 - CIUDAD UNIVERSITARIA",,,
"668","20604174989","BIODEGRADABLE PERU S.A.C.","BIODEGRADABLEPERU","LIMA","LIMA","SANTIAGO DE SURCO","BL. 59 NRO. 503 URB. LA CRUCETA",,,
"669","15563347004","DZHANAEVA ANZHELIKA","15563347004","LIMA","LIMA","COMAS","CAL.17 MZA.D2 LOTE. 5 URB. EL PINAR(ALT. PARQUESINCHIROCA) LIMA- LIMACOMAS",,,"2025-04-15 15:24:10"
"670","20316055631","UNIDAD DE GESTION EDUCATIVA LOCAL- SULLANA","898","SULLANA","SULLANA","PIURA","AV. VICTORINO ELORZ GOICOCHEA NRO. S-N A.H. EL OBRERO (COSTADO DE INSTIT. PEDAGOGICO)",,,"2025-04-22 18:13:34"
"671","20314210396","ZONA REGISTRAL N II - SEDE CHICLAYO","1270","LAMBAYEQUE","CHICLAYO","CHICLAYO","AV. JOSE BALTA NRO. 109 CENTRO",,,"2025-04-22 17:47:20"
"672","20608980963","MULTILIMP SOCIEDAD ANONIMA CERRADA - MULTILIMP S.A.C.","MULTILIMP","JUNIN","HUANCAYO","EL TAMBO","JR. WIRACOCHA NRO. 367 URB. SEÑOR DE LOS MILAGROS",,,"2024-05-28 15:36:48"
"673","10765220080","AROCUTIPA PICHILINGUE SEBASTIAN","AROCUTIPA","JUNIN","CONCEPCION","CONCEPCION","JR. ATAHUALPA NRO. S/N OTR. POSTA MEDICA (CUADRA 4)",,,
"674","10439717471","ARMAS HUAMAN DEENY SUSY","10439717471","HUANCAVELICA","TAYACAJA","PAMPAS","JR. BOLIVAR N° 171",,,"2025-04-15 15:03:13"
"675","20188446133","RED DE SALUD CHANCHAMAYO","828","JUNIN","CHANCHAMAYO","CHANCHAMAYO","JR. TARMA 140 - CHANCHAMAYO",,,"2024-10-30 22:16:23"
"676","20131378034","MUNICIPALIDAD DE SAN JUAN DE LURIGANCHO","301281","LIMA","LIMA","SAN JUAN DE LURIGANCHO","JR. LOS AMAUTAS 180 - ZARATE",,,
"677","20131373075","SERVICIO NACIONAL DE SANIDAD AGRARIA","157HUARAZ","ANCASH","HUARAZ","HUARAZ","PROLONGACION AV. ANTONIO RAIMONDI 1324",,,
"678","20509139700","UNIDAD EJECUTORA 004 - FONDO DE COOPERACION PARA EL DESARROLLO SOCIAL","1427","LIMA","LIMA","LA MOLINA","AV. LA MOLINA N° 1584 - LAMOLINA.",,,
"679","20191603941","MUNICIPALIDAD DISTRITAL DE UCHUMAYO","300354","AREQUIPA","AREQUIPA","UCHUMAYO","ALMACEN DE LA MUNICIPALIDAD - CONGATA",,,
"680","20131257750","SEGURO SOCIAL DE SALUD","401636","PIURA","PIURA","CASTILLA","CALLE 8 S/N-URB. MIRAFLORES","1",,"2024-07-18 14:28:09"
"681","20602981941","KATICA PERU S.A.C",,"PIURA","PIURA","26 DE OCTUBRE","VIA.VIA URBANO MZA. C1 LOTE. 62 URB. LAS CASUARINAS ETAPA",,,
"682","20143659233","MUNICIPALIDAD DISTRITAL DE CARMEN ALTO","300443","AYACUCHO","HUAMANGA","CARMEN ALTO","AV. LIBERTADORESS/N",,,
"683","20181648091","DIRECCION REGIONAL DE EDUCACION","796","CUSCO","CUSCO","CUSCO","PLAZOLETA SANTA CATALINA 235",,,
"684","20131312955","SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA - SUNAT","1273-PUNO","LIMA","LIMA","LIMA","AV. GARCILASO DE LA VEGA NRO. 1472",,,"2025-04-15 16:18:04"
"685","20131257750","SEGURO SOCIAL DE SALUD","401610","LIMA","LIMA","JESUS MARIA","AV. ARENALES1302 - SEGUNDO SOTANO","1",,"2024-07-18 14:27:54"
"686","20611885548","AGRONEGOCIOS SIERRA SUR S.A.C.","SIERRASUR","LAMBAYEQUE","CHICLAYO","JOSE LEONARDO ORTIZ","CAL.EL DORADO NRO. 1277 URB. BOLOGNESI",,,
"687","20609930552","MEKARTEC S.A.C.","MEKARTEC","LIMA","LIMA","SAN MARTIN DE PORRES","CAL.01 NRO. B-14 RES. P. V LAS MARGARITAS LIMA - LIMA - SAN MARTIN DE PORRES",,,"2024-04-08 21:46:17"
"688","20604676372","PROGRAMA NACIONAL DE TELECOMUNICACIONES - PRONATEL","1720","LIMA","LIMA","LIMA","AV. PASEO DE LA REPUBLICA NRO. 1645 URB. BALCONCILLO (EDIFICIO HARLEY DAVIDSON PISO 12,13,14)",,,"2025-06-19 17:15:59"
"689","20550154065","PROGRAMA NACIONAL DE ALIMENTACIÓN ESCOLAR COMUNITARIA WASI MIKUNA","1456 - HUANCAYO","LIMA","LIMA","EL TAMBO","SANTIAGO DE SURCO",,,"2025-05-19 15:09:23"
"690","20146247084","MUNICIPALIDAD PROVINCIAL DE PUNO","301593","PUNO","PUNO","PUNO","PLAZA DE ARMAS",,,
"691","20174950971","UNIV. NAC. DE EDUC. ENRIQUE GUZMAN Y VALLE","106","LIMA","LIMA","LURIGANCHO","AV ENRIQUE GUZMAN Y VALLE 951 URB LA CANTUTA",,,"2024-11-07 22:52:10"
"692","20381132596","OFICINA REGIONAL LIMA - INPE","18","LIMA","LIMA","LIMA","AV. ABANCAY NRO. S/N INT. P-4 (PISO 4, CDRA 5, EDIF.ANSELMO BARRETO L.)",,,"2025-05-19 15:37:28"
"693","20260014987","UNIDAD DE GESTION EDUCATIVA LOCAL 04","59","LIMA","LIMA","LOS OLIVOS","URB. INDUSTRIAL INFANTAS AV. EL ZINC 146",,,
"694","20131312955","SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA - SUNAT","1273-CHIMBOTE","LIMA","LIMA","LIMA","AV. GARCILASO DE LA VEGA NRO. 1472",,,"2025-04-15 16:16:04"
"695","20174943924","HOSPITAL NACIONAL DANIEL ALCIDES CARRION","1317","CALLAO","PROV. CONST DEL CALLAO","BELLAVISTA","A. GUARDIA CHALACA 2176 - BELLAVISTA CALLAO",,,
"696","20610481737","CONSORCIO ANITA & JOSE LUIS S.A.C.","ANITA&JOSE","LIMA","LIMA","COMAS","CAL.17 NRO. 321 URB. CARABAYLLO ET. UNO",,,
"697","20153408191","MARINA DE GUERRA DEL PERU - SERVICIO NAVIERO DE LA MARINA","471CALLAO4","CALLAO","PROV. CONST. DEL CALLAO","LA PERLA","AV. LA MARINA CDRA 36 NRO. SN CUARTE LA PERLA (AV. LA MARINA CDRA. 36 ESQ. INSURGENTES)",,,"2025-01-30 17:43:15"
"698","20405600847","MINISTERIO DE EDUCACION UGEL HUANCANE","1004","PUNO","HUANCANE","HUANCANE","JR BOLOGNESI S/N",,,
"699","20191551371","UNIDAD DE GESTION EDUCATIVA LOCAL N° 8 CANETE","1181","LIMA","CAÑETE","CERRO AZUL","CALLE ALFONSO UGARTE S/N",,,"2024-09-19 14:46:17"
"700","20103448591","EMPRESA PRESTADORA DE SERVICIOS DE SANEAMIENTO DE AGUA POTABLE Y ALCANTARILLADO DE LAMBAYEQUE S.A.","500131","LAMBAYEQUE","CHICLAYO","JOSE LEONARDO ORTIZ","AV. NICOLAS DE PIEROLA N 541 CHICLAYO",,,"2025-05-09 17:45:19"
"701","20611097515","CABMET PERU S.A.C.","CABMET","LIMA","LIMA","CARBAYLLO","MZA. A LOTE. 3 ASC. DE PROP EL REMANZO CARABAYLLO",,,"2024-12-03 00:14:36"
"702","20131373075","SERVICIO NACIONAL DE SANIDAD AGRARIA","157HUANUCO","HUANUCO","HUANUCO","AMARILIS","DETRÁS DEL HOSPITAL DE CONTINGENCIA",,,
"703","20153408191","MARINA DE GUERRA DEL PERU - ESTACION NAVAL PICHARI","471 -  ESTACION NAVAL PICHARI","CALLAO","PROV. CONST. DEL CALLAO","CALLAO","AV. PROGRESO S/N- MARGEN RIO APURIMAC (BASEMGP)",,,"2025-07-01 17:49:36"
"704","20164032613","MUNICIPALIDAD DISTRITAL DE PIMENTEL","301223","LAMBAYEQUE","CHICLAYO","PIMENTEL","URBANIZACION COSMOS - PIMENTEL",,,"2025-09-10 15:10:55"
"705","20393356899","MUNICIPALIDAD DISTRITAL DE MANANTAY","301884","UCAYALI","MANATAY","CORONEL PORTILLO","AV. TUPACAMARUNRO. 703. ESQUINACONJR. AGUAYTIA",,,"2024-05-02 14:51:40"
"706","20602491863","A & M OFINEX E.I.R.L.","A&M","SAN MARTIN","RIOJA","NUEVA CAJAMARCA","JR. SAN MATEO NRO. S/N",,,"2025-05-26 16:27:59"
"707","20132023540","EMPRESA REGIONAL DE SERVICIO PUBLICO DE ELECTRICIDAD ELECTRONORTE MEDIO SOCIEDAD ANONIMA - HIDRANDINA","200097LIMA","LA LIBERTAD","TRUJILLO","TRUJILLO","JR. SAN MARTIN NRO. 831",,,"2025-06-16 16:30:10"
"708","20602779875","CORTE SUPERIOR DE JUSTICIA DE LIMA SUR","1701","LIMA","LIMA","VILLA MARIA DEL TRIUNFO","MZA. A5 LOTE. 1 P.J. J.C. MARIATEGUI",,,
"709","20602274838","UNIDAD EJECUTORA 315 EDUCACION ANTA","1682",",CUSCO","ANTA","ANTA","PLAZA NUEVA ANTA S/N",,,
"710","20514772194","HOSPITAL MUNICIPAL LOS OLIVOS","500294","LIMA","LIMA","LOS OLIVOS","AV. NARANJAL NRO. 318 URB. INDUSTRIAL NARANJAL (CRUCE PANAM.NORT/AV NARANJAL(OVALO))",,,"2025-06-14 17:27:06"
"711","20608305808","MUNICIPALIDAD DISTRITAL DE UNIÓN ASHÁNINKA",,"CUSCO","LA CONVENCIÓN","UNION ASHÁNINCA","Jr. Tupac Amaru Mz “O” Lt “1”",,,"2024-04-01 14:46:35"
"712","20556118079","DIRECCION EJECUTIVA DE INVESTIGACION CRIMINAL Y APOYO A LA JUSTICIA PNP - DIREICAJ PNP","1312","LIMA","LIMA","LIMA","AV. ESPAÑA NRO. 323 (EDIFICIO COIP CAP. PNP ALCIDES VIGO HURT)",,,"2025-06-14 17:19:46"
"713","20608447386","INVERSIONES KEVA E.I.R.L","20608447386","LIMA","LIMA","CHACLACAYO","VIGEN DE FATIMA MZA G1 LOTE16",,,"2025-05-09 21:46:24"
"714","20380795907","PROGRAMA EDUCACION BASICA PARA TODOS","000081","LIMA","LIMA","SAN BORJA","CAL.DEL COMERCIO NRO. 193 RES. LAS TORRES DE SAN BORJA",,,"2025-05-19 15:39:47"
"715","20148260843","MUNICIPALIDAD PROVINCIAL DE HUALGAYOC","300620","CAJAMARCA","HUALGAYOC","BAMBAMARCA","JR. MIGUEL GRAU NRO. 320",,,"2025-09-12 20:58:21"
"716","10432844175","Edwin Luis Cerron","E75L","JUNIN","HUANCAYO","HUANCAYO","PE",,,"2025-07-04 14:28:53"
"717","20178679032","UNIDAD DE GESTION EDUCATIVA LOCAL BELLAVISTA","001527","SAN MARTIN","BELLAVISTA","BELLAVISTA","JR. PROLG AUGUSBO B LEGU NRO. S/N",,,"2025-10-16 23:10:24"
"718","20158939313","MUNICIPALIDAD DISTRITAL DE SANANTONIO","301323","LIMA","CAÑETE","SAN ANTONIO","JR. PEDRO A. QUISPE CHUMPITAZ NRO. 137",,,"2024-04-04 22:36:50"
"719","20601079764","REPRESENTACIONES CERCOMED S.A.C.","764COM","LIMA","LIMA","LOS OLIVOS","AL.SAN LORENZO MZA. A2 LOTE. 6 URB. SANTA LUISA",,,"2025-06-14 16:54:42"
"720","20495123091","UNIDADEJECUTORAEDUCACIONHUANTA","001237","AYACUCHO","HUANTA","HUANTA","JR. ODILON VEGA NRO. 135 (PARQUE ALAMEDA)",,,
"721","20611293900","LIMCOFER INVERSIONES Y SERVICIOS GENERALES E.I.R.L.","LIM900","LIMA","LIMA","SAN MARTIN DE PORRES","CAL.SÁNCHEZ LUIS ALBERTO NRO. 1 OTR.",,,
"722","20530944817","DIRECCION REGIONAL DE AGRICULTURA DE LIMA","001228","LIMA","HUAURA","HUACHO","CAL.AUGUSTO B. LEGUIA NRO. S/N (ALTURA 3° CDR.)",,,"2024-12-12 14:56:00"
"723","20536391607","INVERSIONES GENERALES ANGHI S.A.C.","7ANGI","LIMA","LIMA","SANTA ROSA","CAL.JULIO CONSIGLIERI ALVARAD MZA. H LOTE. 09 COO. COOVITIOMAR (FRENTE A MUNICIPALIDAD DE SANTA ROSA)",,,
"724","20608304151","YPF SOLUCIONES INTEGRALES S.A.C.","51YPF","LIMA","LIMA","LIMA","AV. PASEO LA REPUBLICA NRO. 4162 DPTO. 201 URB. MIRAFLORES",,,"2024-04-11 17:07:21"
"725","20147034467","MUNICIPALIDAD DISTRITAL DE LAS LOMAS","LOM467","PIURA","PIURA","LAS LOMAS","JR. GRAU NRO. 374",,,
"726","20608118901","PROVEEDURIA F & V EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA","901FV","PASCO","PASCO","CHAUPIMARCA","CAL.OXAPAMPA MZA. 25 LOTE. 17 A.H. TUPAC AMARU",,,
"727","20368967875","UNIDAD DE GESTION EDUCATIVA LOCAL JAEN","JA75","CAJAMARCA","JAEN","JAEN","CAL.MARIA PARADO DE BELLIDO NRO. 406 SECTOR MORRO SOLAR (ESQUINA CON CALLE SAN ANTONIO)",,,
"728","20284684827","HOSPITAL DE CHANCAY Y SBS ""DR. HIDALGO ATOCHE LOPEZ""","1290","LIMA","HUARAL","CHANCAY","JR. SUCRE NRO. SN CHANCAY (A 1CUADRA DE LA PLAZA DE ARMAS)",,,"2024-05-27 16:03:08"
"729","20187348341","UND. DE GESTION EDUCATIVA LOCAL SAN MART","41MART","SAN MARTIN","SAN MARTIN","TARAPOTO","JR. SAN PABLO DE LA CRUZ NRO. 381 BARRIO SUCHICHE",,,
"730","20454984847","INSTITUTO REGIONAL DE ENFERMEDADES NEOPLASICAS DEL SUR","1320","Arequipa","Arequipa","Arequipa","AV. DE LA SALUD NRO. S/N (DETRAS DEL HOSPITAL HONORIO DELGADO)",,,"2025-07-17 19:14:23"
"731","10099730957","MEDICO JAVIER REYNA MARIBETH","10099730957","-","-","-","-",,,"2025-05-22 20:41:48"
"732","20608394703","SOFHIMATEX E.I.R.L.","03SFH","LIMA","LIMA","ATE","PJ. CHANCHAMAYO MZA. E LOTE. 6 C.H. NUEVO AMANECER",,,
"733","20530688390","GOBIERNO REGIONAL DE LIMA","1027","LIMA","HUAURA","SANTA MARIA","AV. CIRCUNVALACIÓN SUR KM. 147 (PANAM. NORTE)",,,"2025-04-29 15:55:47"
"734","20607800643","MRAELECTRICSERVICES.A.C.","43MRA","LIMA","LIMA","EL AGUSTINO","CAL.HERNANCORTEZNRO. 1047 URB. EL AGUSTINOZN.DOS",,,"2024-06-06 13:51:58"
"735","20230151297","UNIDAD DE GESTION EDUCATIVA LOCAL CHOTA","782","CAJAMARCA","CHOTA","CHOTA","JR. GREGORIO MALCA NRO. 896",,,"2025-05-22 18:33:30"
"736","20166727422","MUNICIPALIDAD DISTRITAL DE CHUGUR","22CHU","CAJAMARCA","HUALGAYOC","CHUGUR","JR. BOLIVAR NRO. 207 (PLAZA DE ARMAS)",,,
"737","20380799643","AGENCIA DE PROMOCION DE LA INVERSION PRIVADA - PROINVERSION","1231","LIMA","LIMA","SAN ISIDRO","AV. ENRIQUE CANAVAL MOREYRA NRO. 150 (NOVENO PISO)",,,"2025-04-24 16:29:15"
"738","20518396332","GOBIERNO REGIONAL METROPOLITANO DE LIMA","LIM32","LIMA","LIMA","LIMA","AV. BOLIVIA NRO. 320 CERCADO DE LIMA",,,
"739","999999999999","DISPONIBLE",,"D","D","D","D",,,
"740","20604608202","A&G TEXTIL GROUP S.A.C.","02A","LIMA","LIMA","LA VICTORIA","JR. ANTONIO BAZO NRO. 421",,,"2024-04-19 18:28:21"
"741","20611888245","CONSORCIO ANDINA DE EXPORTACION S.A.C.","45AND","LAMBAYEQUE","CHICLAYO","JOSE LEONARDO ORTIZ",,,,
"742","20483721553","UNIDAD EJECUTORA 403 SALUD MORROPON CHULUCANAS","1026","PIURA","MORROPON","CHULUCANAS","JR. CUZCO NRO. 201 INT. 01 OTR. CENTRO CHULUCANAS (ALTURA LOCAL RENIEC)",,,"2025-05-20 14:24:37"
"743","20609649772","NEGOCIOSBRISAEIRL","72RL","AMAZONAS","UTCUBAMBA","BAGUA GRANDE","JR. COLOMBIA NRO. 240 SEC. LAS BRISAS",,,"2024-06-14 15:45:08"
"744","20147626712","EMPRESA MUNICIPAL AGUA POTABLE Y ALC. DE ICA","500143","ICA","ICA","ICA","AL.CASTROVIRREYNA NRO. 487",,,"2025-04-03 15:17:29"
"745","20200557159","MUNICIPALIDAD PROVINCIAL DE PAUCARTAMBO","59BO","CUSCO","PAUCARTAMBO","PAUCARTAMBO","PZA.DE ARMAS NRO. 124",,,"2024-04-22 16:35:36"
"746","20332784111","UNIDAD DE GESTION EDUCATIVA LOCAL N°2","57","LIMA","LIMA","SAN MARTIN DE PORRES","MZA. B-1 LOTE. 2 URB. SAN AMADEO DE GARAGAY (CRUCE DE AV. T.VALLE CON AV. SAN GERMAN)",,,"2025-12-02 23:32:00"
"747","20188948741","MUNICIPALIDAD PROVINCIAL DE HUARAL","301327","LIMA","HUARAL","HUARAL","PZA.DE ARMAS NRO. S/N (PLAZA DE ARMAS)",,,"2025-06-17 16:04:17"
"748","20452304571","UNIDAD DE GESTION EDUCATIVA DE LUCANAS","1043","AYACUCHO","LUCANAS","PUQUIO","AV. BOLOGNESI NRO. SN (EN PLAZA BOLGNESI)",,,"2024-06-13 15:48:32"
"749","20607661848","HOSPITAL REGIONAL DOCENTE DE MEDICINA TROPICAL - DR. JULIO CESAR DEMARINI CARO","001731","JUNIN","CHANCHAMAYO","CHANCHAMAYO","AV. DANIEL A. CARRION NRO. S/N A.V. PAMPA DEL CARMEN (S76722564-ESQ CON AV LOS PIONEROS)",,,"2025-07-11 21:49:04"
"750","20159308961","MUNICIPALIDAD DISTRITAL SAN SEBASTIAN","300688","CUSCO","CUSCO","SAN SEBASTIAN","PZA.PLAZA DE ARMAS SAN SEBAS NRO. SN PLAZA DE ARMAS (PLAZA DE ARMAS SAN SEBASTIAN-CUSCO)",,,"2025-02-26 21:51:59"
"751","20550310539","UNIDAD EJECUTORA DE LA CORTE SUPERIOR DE JUSTICIA DEL CALLAO","39AO","CALLAO","PROV. CONST. DEL CALLAO","PROV. CONST. DEL CALLAO","V. 2 DE MAYO NRO. 582 (AL COSTADO DE SERPOST)",,,
"752","20505752253","OFICINA PREVISIONAL DE LAS FUERZAS ARMADAS DEL MINISTERIO DE DEFENSA","53SA","LIMA","LIMA","JESUS MARIA","AV. DE LA PERUANIDAD NRO. S/N (CDR 1 ED QUIÑONEZ PI 1)",,,
"753","20399849382","OFICINA REGIONAL SUR ORIENTE - INPE","22","CUSCO","CUSCO","SAN JERONIMO","AV. DE LA CULTURA MZA. B LOTE. 1 APV. PICOL MOJOMPATA (AL FRENTE DE LA UNIVERSIDAD ANDINA)",,,"2024-11-25 14:05:27"
"754","20609322013","INVERSIONES LUKARI E.I.R.L.","13RI","LA LIBERTAD","TRUJILLO","LA ESPERANZA","JR. JOSE ARTIGAS NRO. 1153 A.H. CENTRAL BA. 4",,,
"755","20489252270","GOBIERNO REGIONAL DE PASCO","885","PASCO","PASCO","YANACANCHA","CAL.5 DE OCTUBRE NRO. S.N. URB. SAN JUAN (EDIF.ESTATAL N° 1)",,,"2025-04-29 13:49:33"
"756","20166236950","DIRECCION REGIONAL DE EDUCACION DE MOQUEGUA","883","MOQUEGUA","MARISCAL NIETO","MOQUEGUA","I ETAPA NRO. B-01 URB. ENRIQUE LOPEZ ALBUJAR (CPM SAN ANTONIO)",,,"2025-09-02 20:43:54"
"757","20448679072","UNIDAD DE GESTION EDUCATIVA DE LAMPA","72PA","PUNO","LAMPA","LAMPA","JR. SAN ROMAN NRO. 121 URB. BARRIO CENTRAL (COSTADO DE IEI 253)",,,
"758","20601337925","B & S TRADING SOCIEDAD ANONIMA CERRADA - B & S TRADING S.A.C.","25BS","LIMA","LIMA","BREÑA","JR. NAPO NRO. 459 URB. CHACRA COLORADA (ALTURA CUADRA 13 DE LA AV. VENEZUELA)",,,
"759","20298619602","AUTORIDAD DEL PROYECTO COSTA VERDE","02DE","LIMA","LIMA","JESUS MARIA","CAL.NATALIO SANCHEZ NRO. 220 DPTO. 501 (ALT CDRA 5 AV AREQUIPA)",,,
"760","20171725144","MUNICIPALIDAD PROVINCIAL DE HUANCAVELICA","300792","HUANCAVELICA","HUANCAVELICA","HUANCAVELICA","AV. C. MANCHEGO MUNOZ NRO. 299 CERCADO",,,"2025-11-20 15:41:46"
"761","20196425005","HOSPITAL ""VICTOR RAMOS GUARDIA"" NIVEL II-2- HUARAZ","741","ANCASH","HUARAZ","HUARAZ","AV. LUZURIAGA NRO. S/N (HOSPITAL HUARAZ)",,,"2025-10-29 16:20:36"
"762","20187362840","MUNICIPALIDAD DISTRITAL DE ELÍAS SOPLÍN VARGAS","40AS","SAN MARTIN","RIOJA","ELIAS SOPLIN VARGAS","JR. GALILEA NRO. S/N (CDRA. 4)",,,"2025-06-19 17:28:23"
"763","20406922589","UNIDAD DE GESTION EDUCATIVA LOCAL SIHUAS","89AS","ANCASH","SIHUAS","SIHUAS","JR. SAN FRANCISCO NRO. S/N (JUNTO AL COLEGIO SECUNDARO CAP. M.V.S.)",,,
"764","20131016396","SUPERINTENDENCIA DEL MERCADO DE VALORES","1274","LIMA","LIMA","MIRAFLORES","AV. SANTA CRUZ NRO. 315 URB. MIRAFLORES",,,"2025-06-19 17:49:32"
"765","20182362141","DIRECCION REGIONAL DE EDUCACION Y CULTUR","41RA","HUANUCO","HUANUCO","HUANUCO","JR. PROGRESO NRO. 462",,,"2025-06-19 17:29:27"
"766","20195499765","MUNICIPALIDAD DISTRITAL DE OCONGATE","300782","CUSCO","QUISPICANCHI","OCONGATE","PZA.DE ARMAS NRO. S/N (AL LADO TEMPLO SAN PABLO)",,,"2024-05-03 22:17:28"
"767","20137921601","FONDO NACIONAL DE DESARROLLO PESQUERO","000192","LIMA","LIMA","LIMA","AV. PETIT THOUARS NRO. 115 (ESQUINA AV PETIT THOUARS CON 28 DE JULIO)",,,
"768","20363814183","RED DE SALUD SANDIA","001007","PUNO","SANDIA","SANDIA","JR. ARICA448",,,
"769","20219792957","MUNICIPALIDAD DISTRITAL DE CACHICADAN","301199","LA LIBERTAD","SANTIAGO DE CHUCO","CACHICADAN","JR. RAYMONDI NRO. 52",,,
"770","20121103754","MUNICIPALIDAD DISTRITAL DE CAYMA","300333","AREQUIPA","AREQUIPA","CAYMA","PZA.PRINCIPAL DE CAYMA NRO. 408",,,"2025-05-09 17:51:43"
"771","20600437951","REPRESENTACIONES Y NEGOCIOS SAN JOSE S.R.L.","000928","SAN MARTIN","SAN MARTIN","MORALES","PJ. PROGRESO NRO. 127 (AL COSTADO DE MERCADO EL MANGUALITOS)",,,
